# Region type : patch outlet
# Faces  :    100
# Area   :    7.821723e-01
# Time        	sum(rhoPhi)
0             	0.000000e+00
1             	0.000000e+00
2             	-3.971592e-22
3             	-1.825172e-15
4             	-1.582393e-14
5             	-2.291233e-14
6             	-2.516757e-14
7             	-1.352247e-14
8             	-2.406681e-15
9             	-7.469004e-15
10            	-1.104528e-14
11            	-3.484850e-14
12            	-4.755716e-14
13            	-2.464997e-13
14            	1.279588e-11
15            	-7.282863e-12
16            	-1.225678e-10
17            	-1.449494e-10
18            	3.716240e-10
19            	7.849483e-10
20            	-1.840589e-10
21            	-1.026164e-09
22            	-4.274951e-10
23            	-2.301155e-10
24            	-2.540654e-10
25            	1.279314e-09
26            	-3.624657e-10
27            	-3.675013e-10
28            	-7.839952e-10
29            	-5.197981e-10
30            	-1.318627e-09
31            	-4.107300e-10
32            	1.829347e-09
33            	-3.173445e-10
34            	-4.072335e-10
35            	-5.114816e-10
36            	2.306226e-10
37            	-6.484591e-10
38            	-5.528880e-10
39            	2.799390e-10
40            	-1.956185e-10
41            	-5.071920e-10
42            	-5.417558e-11
43            	-1.164544e-09
44            	-2.632186e-09
45            	2.539509e-10
46            	-3.156968e-09
47            	3.954542e-10
48            	-5.863785e-10
49            	-4.188634e-09
50            	2.988094e-09
51            	3.632984e-10
52            	-1.503889e-09
53            	-2.873233e-09
54            	-9.704447e-10
55            	4.960588e-10
56            	6.841314e-10
57            	-3.127204e-09
58            	1.328522e-09
59            	5.790668e-10
60            	1.137337e-09
61            	-3.144254e-09
62            	1.418710e-09
63            	-1.081379e-10
64            	2.572067e-09
65            	-1.942845e-09
66            	-4.338633e-10
67            	-2.100493e-09
68            	1.305079e-09
69            	4.195798e-11
70            	3.549900e-09
71            	-3.196482e-10
72            	1.237039e-09
73            	-2.617513e-10
74            	-3.279864e-09
75            	-5.282864e-10
76            	-4.736331e-10
77            	-1.420588e-09
78            	-1.096703e-09
79            	-6.724739e-10
80            	-7.571109e-10
81            	-8.535776e-10
82            	6.509640e-10
83            	-8.534062e-10
84            	-3.237549e-09
85            	-1.314384e-09
86            	-2.533575e-09
87            	-1.095813e-09
88            	-1.688124e-10
89            	1.915188e-11
90            	-3.720060e-09
91            	2.681385e-09
92            	8.119200e-10
93            	8.011628e-10
94            	8.674289e-10
95            	2.057386e-09
96            	9.862956e-10
97            	8.051319e-10
98            	-2.320993e-09
99            	-9.608106e-10
100           	2.742374e-09
101           	3.893526e-09
102           	4.100624e-09
103           	1.123181e-09
104           	2.999700e-09
105           	-2.326286e-09
106           	-1.131228e-09
107           	-3.589437e-10
108           	-5.497054e-10
109           	7.873581e-10
110           	-8.357610e-10
111           	-9.937973e-10
112           	-2.886157e-09
113           	-1.445976e-09
114           	3.036799e-09
115           	6.514789e-10
116           	-1.058816e-09
117           	4.188069e-10
118           	3.353896e-09
119           	3.159225e-10
120           	-1.254092e-09
121           	6.389829e-10
122           	-1.188457e-09
123           	8.441753e-10
124           	-2.788174e-09
125           	6.318458e-10
126           	6.942557e-10
127           	-4.532566e-10
128           	7.905313e-10
129           	1.097164e-09
130           	-2.266577e-09
131           	2.795808e-09
132           	2.501795e-09
133           	-2.394206e-10
134           	-7.945569e-10
135           	-6.445738e-10
136           	-2.019377e-10
137           	1.740436e-09
138           	3.545240e-09
139           	2.659771e-09
140           	-2.737149e-09
141           	-7.825922e-10
142           	1.279263e-09
143           	-3.146350e-10
144           	1.556150e-09
145           	-1.899474e-09
146           	-1.635850e-09
147           	1.382530e-09
148           	1.132404e-09
149           	-2.223894e-10
150           	-3.137857e-10
151           	2.699707e-09
152           	6.050911e-10
153           	9.036078e-10
154           	7.890765e-10
155           	-3.079817e-09
156           	1.849695e-09
157           	-1.473885e-09
158           	1.468360e-09
159           	6.605264e-10
160           	1.830614e-09
161           	2.517162e-10
162           	1.305547e-09
163           	2.102402e-10
164           	-2.001540e-09
165           	9.296955e-11
166           	1.740067e-09
167           	2.643126e-11
168           	1.361374e-09
169           	1.246738e-10
170           	-2.577420e-09
171           	-7.153014e-10
172           	-1.890972e-10
173           	-4.339451e-10
174           	1.043547e-09
175           	3.351235e-09
176           	-7.306168e-10
177           	-2.107678e-09
178           	1.269947e-09
179           	-8.868668e-10
