# Region type : patch inlet
# Faces  :    100
# Area   :    7.821723e-01
# Time        	sum(rhoPhi)
0             	-1.000000e+02
0.0119048     	-1.000000e+02
0.0258216     	-1.071511e+04
0.0311742     	-1.096954e+02
0.0371918     	-1.045689e+02
0.0432472     	-1.069670e+02
0.0498003     	-1.082788e+02
0.0571095     	-1.122979e+02
0.0637967     	-1.162497e+02
0.0710541     	-1.167855e+02
0.0787313     	-1.187536e+02
0.0872616     	-1.198608e+02
0.0955592     	-1.215824e+02
0.104695      	-1.214369e+02
0.113925      	-1.234490e+02
0.123351      	-1.242792e+02
0.132677      	-1.252931e+02
0.142533      	-1.258482e+02
0.152277      	-1.280245e+02
0.162134      	-1.288969e+02
0.171444      	-1.302738e+02
0.18045       	-1.295618e+02
0.189658      	-1.292364e+02
0.199663      	-1.301071e+02
0.209667      	-1.321945e+02
0.220205      	-1.316319e+02
0.230076      	-1.321442e+02
0.239465      	-1.294197e+02
0.249883      	-1.271290e+02
0.261423      	-1.277107e+02
0.273531      	-1.271937e+02
0.285639      	-1.244157e+02
0.298627      	-1.201485e+02
0.312115      	-1.161879e+02
0.326154      	-1.105035e+02
0.341128      	-1.038683e+02
0.356103      	-9.528608e+01
0.370411      	-8.560911e+01
0.385767      	-7.759305e+01
0.401517      	-6.647979e+01
0.417692      	-5.416222e+01
0.433867      	-3.789897e+01
0.450518      	-1.466859e+01
0.466679      	3.359032e+01
0.482841      	2.163334e+02
0.499523      	8.362803e+01
0.516206      	4.397491e+02
0.533484      	1.088652e+02
0.550762      	4.325573e+02
0.566253      	4.695469e+02
0.582936      	2.319764e+02
0.600314      	2.545021e+02
0.617691      	2.261142e+02
0.635069      	3.443644e+02
0.652447      	2.911265e+02
0.669824      	2.470190e+02
0.687202      	2.441434e+02
0.703665      	2.212181e+02
0.719262      	2.036125e+02
0.735776      	2.039935e+02
0.75229       	2.382679e+02
0.768804      	2.433447e+02
0.785318      	2.157486e+02
0.801832      	2.187687e+02
0.818346      	1.901586e+02
0.83486       	2.493029e+02
0.851374      	2.025996e+02
0.867888      	1.886436e+02
0.884402      	1.992599e+02
0.900916      	2.345622e+02
0.91743       	2.461947e+02
0.933944      	2.103697e+02
0.950458      	1.815265e+02
0.966972      	1.769190e+02
0.983486      	1.837286e+02
1             	1.676279e+02
1.01818       	1.884209e+02
1.03671       	2.157612e+02
1.05559       	2.702887e+02
1.07411       	1.921644e+02
1.09301       	1.220033e+02
1.10696       	1.675279e+02
1.12291       	1.779841e+02
1.14081       	1.728913e+02
1.16034       	1.542542e+02
1.18033       	1.327130e+02
1.20082       	1.539777e+02
1.22185       	1.740148e+02
1.24347       	1.532176e+02
1.26508       	1.197373e+02
1.2867        	1.496763e+02
1.30831       	1.338163e+02
1.32993       	1.456721e+02
1.35154       	1.846164e+02
1.37316       	1.176088e+02
1.39554       	1.739288e+02
